Attrition,Business Travel,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Relationship Satisfaction,Total Working Years,Years At Company,Years In Current Role,Years With Curr Manager
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,3,41,28,Master's Degree,1,2,13570,0,23,3,21,20,7,10
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,3,56,1,Associates Degree,1,1,2066,2,22,4,5,3,2,0
No,Travel_Rarely,R&D,Medical,Female,Manager,Married,No,6,54,22,Doctoral Degree,2,3,17426,3,25,3,36,10,8,7
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,No,3,49,3,Associates Degree,3,1,4789,4,25,1,10,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,No,3,28,1,Bachelor's Degree,3,1,3591,1,25,3,3,3,2,2
No,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,5,27,23,High School,2,3,3540,1,21,4,9,9,8,8
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,3,41,8,Bachelor's Degree,3,2,4393,5,21,3,14,5,4,4
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,5,35,28,Master's Degree,2,3,2430,0,23,1,6,5,3,2
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,2,34,28,Bachelor's Degree,4,3,6712,1,21,4,8,8,7,7
No,Non-Travel,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,2,56,1,Master's Degree,3,3,6306,1,21,1,13,13,12,9
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,36,9,Master's Degree,1,2,2810,1,22,2,5,5,4,2
No,Non-Travel,R&D,Life Sciences,Male,Healthcare Representative,Married,No,3,45,1,High School,3,3,10748,3,23,4,25,23,15,4
No,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Married,No,1,42,10,Master's Degree,3,3,2936,3,22,2,10,6,3,3
No,Non-Travel,R&D,Medical,Male,Laboratory Technician,Single,No,5,26,7,Bachelor's Degree,4,4,2570,1,20,3,7,7,7,7
No,Non-Travel,Sales,Medical,Male,Manager,Divorced,No,0,58,2,Bachelor's Degree,2,2,16291,4,22,4,37,16,9,14
No,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,No,4,36,15,Master's Degree,4,4,5406,1,24,1,15,15,12,11
No,Travel_Frequently,HR,Human Resources,Male,Human Resources,Single,No,2,36,2,High School,2,4,3886,1,21,4,10,10,1,8
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,2,33,7,Associates Degree,4,3,5968,1,20,3,9,9,7,8
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Married,No,6,31,1,Bachelor's Degree,4,1,5003,1,21,2,10,10,8,7
No,Travel_Frequently,R&D,Medical,Male,Manager,Married,No,3,48,4,Doctoral Degree,3,4,15202,2,25,2,23,2,2,2
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,5,43,2,Master's Degree,1,4,5675,1,20,3,7,7,7,7
No,Travel_Rarely,HR,Life Sciences,Male,Human Resources,Divorced,No,3,30,1,Bachelor's Degree,3,3,2064,0,21,1,6,5,3,3
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Divorced,No,2,60,1,Master's Degree,3,4,10883,3,20,3,19,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,3,36,3,Associates Degree,4,1,6842,6,20,1,13,5,4,4
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,2,41,9,Master's Degree,3,1,2289,1,20,2,5,5,3,4
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Divorced,No,6,42,12,Bachelor's Degree,2,2,2766,8,22,2,7,5,3,4
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,No,3,39,12,Bachelor's Degree,4,2,5295,4,21,3,7,5,4,0
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,No,3,39,9,Associates Degree,1,1,5151,1,25,4,10,10,0,9
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Married,No,2,55,2,Master's Degree,2,4,2662,8,20,2,19,5,2,4
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,2,57,1,Associates Degree,2,3,4900,0,24,1,13,12,9,8
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,3,43,15,Associates Degree,3,3,17603,1,24,1,14,14,10,11
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,3,41,1,Bachelor's Degree,4,4,2782,3,22,1,12,5,3,0
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Married,No,3,45,28,Bachelor's Degree,4,4,2132,4,20,4,8,5,4,3
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Single,No,3,47,25,Bachelor's Degree,1,3,8633,2,23,2,25,17,14,11
No,Travel_Rarely,R&D,Medical,Male,Research Director,Single,No,3,39,10,High School,3,3,13464,7,21,3,9,4,3,2
No,Travel_Rarely,R&D,Medical,Male,Manager,Single,No,5,32,10,Bachelor's Degree,3,4,11244,2,25,2,10,5,2,0
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Single,No,1,32,5,Master's Degree,4,4,9679,8,24,2,8,1,0,0
No,Travel_Rarely,R&D,Other,Male,Manager,Single,No,2,42,9,Associates Degree,4,4,19613,8,22,4,24,1,0,1
No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,3,55,26,Doctoral Degree,3,4,19586,1,21,3,36,36,6,13
No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,5,34,8,Associates Degree,2,3,6799,1,21,3,10,10,8,8
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,3,34,1,Bachelor's Degree,1,4,9888,1,21,1,14,14,8,1
No,Non-Travel,R&D,Medical,Female,Manufacturing Director,Married,Yes,2,53,1,Master's Degree,1,3,12965,4,20,4,27,3,2,2
No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,2,33,16,Bachelor's Degree,3,4,5368,1,25,3,7,6,5,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Married,Yes,2,37,10,Bachelor's Degree,3,4,13744,1,25,1,16,16,11,8
No,Travel_Rarely,R&D,Medical,Female,Research Director,Married,Yes,3,58,1,Bachelor's Degree,4,1,19701,3,21,3,32,9,8,5
No,Travel_Rarely,R&D,Other,Female,Research Scientist,Married,Yes,2,36,2,Master's Degree,4,2,6962,4,22,4,15,1,0,0
No,Travel_Rarely,Sales,Other,Female,Sales Executive,Divorced,Yes,3,25,8,Associates Degree,1,3,4907,0,22,2,6,5,3,4
No,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,Yes,4,38,2,Master's Degree,2,4,5405,2,20,1,20,4,2,3
No,Travel_Rarely,HR,Medical,Male,Manager,Single,Yes,2,40,6,Associates Degree,3,4,16437,1,21,4,21,21,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,Yes,0,27,4,Bachelor's Degree,2,2,6142,1,20,2,6,6,2,3
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,Yes,2,37,7,Master's Degree,4,1,4284,5,22,3,16,5,3,4
No,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,Yes,4,34,7,Associates Degree,2,3,2308,0,25,2,12,11,10,7
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Yes,3,36,2,Master's Degree,3,4,2644,3,21,4,7,3,2,2
Yes,Travel_Frequently,HR,Human Resources,Female,Human Resources,Divorced,No,0,30,8,Bachelor's Degree,3,4,2180,6,11,3,6,4,2,2
Yes,Travel_Frequently,HR,Human Resources,Female,Human Resources,Married,No,2,27,22,Bachelor's Degree,1,2,2863,1,12,1,1,1,0,0
Yes,Travel_Frequently,R&D,Life Sciences,Female,Manufacturing Director,Single,No,2,31,1,Doctoral Degree,3,2,7446,1,11,1,10,10,8,7
Yes,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Single,No,2,31,3,Bachelor's Degree,4,3,4084,1,12,1,7,7,2,7
Yes,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Single,No,4,29,13,Bachelor's Degree,1,2,5765,5,11,1,7,5,3,0
Yes,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,No,3,31,1,Master's Degree,2,3,1359,1,12,2,1,1,0,0
Yes,Travel_Rarely,HR,Technical Degree,Female,Human Resources,Married,No,0,34,9,Master's Degree,1,3,2742,1,15,4,2,2,2,2
Yes,Travel_Rarely,R&D,Technical Degree,Female,Manufacturing Director,Married,No,4,53,2,Doctoral Degree,3,4,10169,0,16,2,34,33,7,9
Yes,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,No,3,31,8,Bachelor's Degree,1,2,1261,1,12,3,1,1,0,0
Yes,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,No,3,29,9,Bachelor's Degree,2,2,2760,1,13,3,2,2,2,2
Yes,Travel_Frequently,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,34,9,Master's Degree,4,1,5346,4,17,3,11,7,1,7
Yes,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Single,No,2,28,2,Associates Degree,3,1,2561,7,11,3,8,0,0,0
Yes,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,3,50,1,Master's Degree,2,3,6728,7,12,4,12,6,3,1
Yes,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,3,47,9,Bachelor's Degree,3,3,12936,7,11,3,25,23,5,10
Yes,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Married,No,3,28,1,Bachelor's Degree,1,3,2909,3,15,4,5,3,2,2
Yes,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Married,No,3,23,9,Bachelor's Degree,4,1,1790,1,19,1,1,1,0,0
Yes,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Single,No,3,29,24,Bachelor's Degree,3,1,1091,1,17,4,1,1,0,0
Yes,Travel_Rarely,HR,Human Resources,Male,Human Resources,Married,No,4,31,18,Doctoral Degree,4,1,2956,0,17,3,2,1,0,0
Yes,Travel_Rarely,HR,Human Resources,Male,Human Resources,Married,No,2,24,22,High School,4,3,1555,1,11,3,1,1,0,0
Yes,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Divorced,No,2,28,17,Bachelor's Degree,3,4,2367,5,12,1,6,4,1,3
Yes,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Married,No,4,56,7,Associates Degree,4,3,2339,8,11,4,14,10,9,8
Yes,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,No,2,38,2,Bachelor's Degree,3,2,4855,4,11,1,7,5,2,4
Yes,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Single,No,2,29,1,Master's Degree,1,1,2362,6,13,3,11,9,7,7
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,3,56,24,Associates Degree,1,4,2587,1,16,4,5,4,2,0
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,3,40,9,Master's Degree,4,1,2018,3,14,2,15,5,4,0
Yes,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Single,No,4,37,10,Master's Degree,4,1,4213,1,15,2,10,10,3,8
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,32,2,Master's Degree,4,2,1393,1,12,1,1,1,0,0
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,1,46,9,Bachelor's Degree,1,4,10096,4,11,1,28,7,7,3
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,2,25,9,Associates Degree,1,1,4400,3,12,1,6,3,2,2
Yes,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,3,35,10,Bachelor's Degree,4,1,10306,9,17,3,15,13,12,0
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,4,30,1,Bachelor's Degree,2,1,9714,1,11,4,10,10,8,7
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,2,31,16,Master's Degree,1,3,8161,2,13,1,10,1,0,0
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,2,32,1,Associates Degree,1,2,6735,6,15,2,10,0,0,0
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,3,21,7,High School,2,2,2679,1,13,2,1,1,0,0
Yes,Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,No,3,30,9,Bachelor's Degree,2,4,1081,1,13,3,1,1,0,0
Yes,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Single,Yes,2,32,5,Associates Degree,1,3,2432,3,14,1,8,4,1,3
Yes,Travel_Frequently,R&D,Other,Female,Healthcare Representative,Single,Yes,1,29,14,High School,3,4,7553,0,12,1,9,8,7,7
Yes,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,Yes,3,48,7,Associates Degree,4,3,2655,2,11,3,19,9,7,7
Yes,Travel_Frequently,Sales,Medical,Female,Sales Representative,Single,Yes,2,18,3,Associates Degree,2,4,1569,1,12,3,0,0,0,0
Yes,Travel_Rarely,HR,Medical,Female,Human Resources,Married,Yes,3,26,20,Associates Degree,4,2,2148,0,11,3,6,5,1,4
Yes,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Divorced,Yes,2,35,2,Bachelor's Degree,1,1,2074,1,12,4,1,1,0,0
Yes,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,Yes,6,22,8,High School,3,1,2398,1,17,3,1,1,0,0
Yes,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,0,28,13,Associates Degree,4,3,9854,3,11,4,6,2,0,2
Yes,Travel_Frequently,R&D,Medical,Male,Research Scientist,Divorced,Yes,2,44,1,Associates Degree,3,2,2342,1,12,3,6,5,3,3
Yes,Travel_Frequently,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,31,2,Bachelor's Degree,2,4,3722,6,13,3,7,2,2,2
Yes,Travel_Frequently,R&D,Technical Degree,Male,Research Scientist,Married,Yes,4,43,17,Bachelor's Degree,3,3,2437,9,16,4,6,1,0,0
Yes,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Single,Yes,2,24,9,Bachelor's Degree,2,1,3172,2,11,3,4,0,0,0
Yes,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,Yes,4,31,26,Master's Degree,1,4,5617,1,11,3,10,10,7,8
Yes,Travel_Rarely,HR,Human Resources,Male,Human Resources,Divorced,Yes,3,29,13,Bachelor's Degree,1,1,2335,4,15,4,4,2,2,0
Yes,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,Yes,3,29,1,Master's Degree,1,4,4787,9,14,2,4,2,2,2
Yes,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,Yes,3,28,24,Bachelor's Degree,3,2,2408,1,17,3,1,1,1,0
Yes,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,Yes,3,40,7,Bachelor's Degree,1,1,2166,3,14,2,10,4,2,3
Yes,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,Yes,2,23,8,High School,4,3,3989,1,11,1,5,5,4,2
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,3,50,28,Bachelor's Degree,4,1,10854,4,13,2,20,3,2,0
Yes,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,2,35,15,Associates Degree,1,4,5440,6,14,4,7,2,2,2
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,3,36,13,Doctoral Degree,2,1,6134,5,13,2,16,2,2,2
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,2,53,24,Master's Degree,1,1,10448,6,13,2,15,2,2,2
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,3,32,2,Master's Degree,3,2,9907,7,12,3,7,2,2,2
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,2,35,27,Bachelor's Degree,3,4,5813,1,18,4,10,10,7,7
Yes,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Married,No,2,46,21,Associates Degree,4,2,8926,4,22,4,13,9,7,7
Yes,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,2,46,10,Bachelor's Degree,3,2,7314,5,21,3,14,8,7,7
Yes,Travel_Frequently,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,49,28,Associates Degree,1,1,4284,3,20,1,20,4,3,3
Yes,Non-Travel,R&D,Life Sciences,Female,Laboratory Technician,Single,Yes,2,39,2,Bachelor's Degree,1,1,3646,2,23,2,11,1,0,0
Yes,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,2,34,24,Master's Degree,1,2,4599,0,23,3,16,15,9,10
Yes,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,2,33,16,Bachelor's Degree,1,1,8564,2,20,3,11,0,0,0
Yes,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Married,Yes,2,34,16,Master's Degree,4,1,2307,1,23,2,5,5,2,0
Yes,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Single,Yes,3,29,24,Associates Degree,4,4,2439,1,24,2,1,1,0,0
Yes,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,2,35,12,Master's Degree,4,4,4581,3,24,1,13,11,9,7
Yes,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,Yes,2,22,7,High School,4,2,2472,1,23,1,1,1,0,0
Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Divorced,Yes,2,23,7,Bachelor's Degree,3,4,2275,1,21,2,3,3,2,2
Travel_Frequently,Research & Development,Marketing,Female,Research Scientist,Married,Yes,2,31,10.0,2,2,2,1000.0,2,11.0,2,6.0,1.0,1,2.0,2
